product_name,product_price,Rate,Review,Summary,Sentiment
beaatho Luxury HIGH Back Leatherette Office with Steel Base and Warranty Leatherette Office Executive ChairBrown DIYDoItYourself,8449,4,pretty good,prosproduct was good easy to install nice support from flipkartconslocking is not working in recline position which causes inconvenience,2
beaatho Luxury HIGH Back Leatherette Office with Steel Base and Warranty Leatherette Office Executive ChairBrown DIYDoItYourself,8449,5,awesome,good product,2
beaatho Luxury HIGH Back Leatherette Office with Steel Base and Warranty Leatherette Office Executive ChairBrown DIYDoItYourself,8449,5,perfect product!,superb,2
beaatho Luxury HIGH Back Leatherette Office with Steel Base and Warranty Leatherette Office Executive ChairBrown DIYDoItYourself,8449,1,worthless,broken in 1mounth,0
beaatho Luxury HIGH Back Leatherette Office with Steel Base and Warranty Leatherette Office Executive ChairBrown DIYDoItYourself,8449,1,did not meet expectations,the chair is crooked for that kind of money its just awful if you sit on it for a long time you will have back problems the seat is crooked this is not how not to fix it,0
beaatho Luxury HIGH Back Leatherette Office with Steel Base and Warranty Leatherette Office Executive ChairBrown DIYDoItYourself,8449,5,terrific,ultimate value for money,2
beaatho Luxury HIGH Back Leatherette Office with Steel Base and Warranty Leatherette Office Executive ChairBrown DIYDoItYourself,8449,5,must buy!,great quality with strong stitches easy to assemble and comfortable,2
beaatho Luxury HIGH Back Leatherette Office with Steel Base and Warranty Leatherette Office Executive ChairBrown DIYDoItYourself,8449,5,just wow!,best in price,2
beaatho Luxury HIGH Back Leatherette Office with Steel Base and Warranty Leatherette Office Executive ChairBrown DIYDoItYourself,8449,4,wonderful,one star less for the thigh support cud have been a bit longer apart from that its amazing so far,2
beaatho Luxury HIGH Back Leatherette Office with Steel Base and Warranty Leatherette Office Executive ChairBrown DIYDoItYourself,8449,5,worth every penny,good,2
beaatho Luxury HIGH Back Leatherette Office with Steel Base and Warranty Leatherette Office Executive ChairBrown DIYDoItYourself,8449,5,simply awesome,fucked up service by flipkart,0
beaatho Luxury HIGH Back Leatherette Office with Steel Base and Warranty Leatherette Office Executive ChairBrown DIYDoItYourself,8449,5,classy product,amazing product,2
beaatho Luxury HIGH Back Leatherette Office with Steel Base and Warranty Leatherette Office Executive ChairBrown DIYDoItYourself,8449,5,excellent,very good product,2
beaatho Luxury HIGH Back Leatherette Office with Steel Base and Warranty Leatherette Office Executive ChairBrown DIYDoItYourself,8449,4,worth the money,overall chair is goodback support is high but its ok,2
beaatho Luxury HIGH Back Leatherette Office with Steel Base and Warranty Leatherette Office Executive ChairBrown DIYDoItYourself,8449,4,very good,nice product,2
beaatho Luxury HIGH Back Leatherette Office with Steel Base and Warranty Leatherette Office Executive ChairBrown DIYDoItYourself,8449,5,mind-blowing purchase,very comfortable nd easy to fix,2
beaatho Luxury HIGH Back Leatherette Office with Steel Base and Warranty Leatherette Office Executive ChairBrown DIYDoItYourself,8449,1,did not meet expectations,thight support very bad otherwise all others are fine,0
beaatho Luxury HIGH Back Leatherette Office with Steel Base and Warranty Leatherette Office Executive ChairBrown DIYDoItYourself,8449,5,mind-blowing purchase,superb chair very comfortable for wfh,2
beaatho Luxury HIGH Back Leatherette Office with Steel Base and Warranty Leatherette Office Executive ChairBrown DIYDoItYourself,8449,5,brilliant,really nice chair,2
beaatho Luxury HIGH Back Leatherette Office with Steel Base and Warranty Leatherette Office Executive ChairBrown DIYDoItYourself,8449,5,worth every penny,really goodworth of moneyi,2
beaatho Luxury HIGH Back Leatherette Office with Steel Base and Warranty Leatherette Office Executive ChairBrown DIYDoItYourself,8449,5,perfect product!,nice and comfortable chair,2
beaatho Luxury HIGH Back Leatherette Office with Steel Base and Warranty Leatherette Office Executive ChairBrown DIYDoItYourself,8449,4,worth the money,comfortable chair,2
beaatho Luxury HIGH Back Leatherette Office with Steel Base and Warranty Leatherette Office Executive ChairBrown DIYDoItYourself,8449,4,really nice,very attractive cost effective,2
GREEN SOUL Jupiter Go High Back ErgonomicHome Office2D HeadrestLumbar Support Mesh Office Adjustable Arm ChairBlack DIYDoItYourself,8590,5,"easy to assemble, super comfortable!",nice chair adjustable seat height armrests lumbar support headrest tilt tension its pretty comfortable however im shorter so i have to have my lumbar support at the highest setting to reach the proper place of my spine and my head reaches the headrest just barely i also have to have the seat all the way to the lowest setting or my feet will barely touch the floor so it is a big chair like the description says taller people may have more freedom with adjusting their settings the,2
GREEN SOUL Jupiter Go High Back ErgonomicHome Office2D HeadrestLumbar Support Mesh Office Adjustable Arm ChairBlack DIYDoItYourself,8590,4,value-for-money,i would say it is a average chair given the price point at which it comes i really believe some more features could have been incorporated to make it the price worthyhere are the pros and cons as per me pros quality quality is unquestionably good no doubt that it will last way more than its warranty period without any hassle warranty comes with a 3 year warranty which is really nice back support not the best but better than other in the same price point synchro mechan,2
GREEN SOUL Jupiter Go High Back ErgonomicHome Office2D HeadrestLumbar Support Mesh Office Adjustable Arm ChairBlack DIYDoItYourself,8590,5,terrific purchase,value for moneyprosloved the quality of product looks durablecomes in semi assembled condition it took me hardly 10 mins to assemble it very comfortable at least for me lumbar support is optimum for my requirement high adjustment and tilt control are in easy reach when sitting on a chairconsarm rest is a little bit hard for longer working hours you will feel a little bit pain in your armheight adjustment and tilt control sometime doesnt worked for me when sitting on cha,2
GREEN SOUL Jupiter Go High Back ErgonomicHome Office2D HeadrestLumbar Support Mesh Office Adjustable Arm ChairBlack DIYDoItYourself,8590,4,worth the money,the lumbar support doesnt stay in place verticallyother than that comfortable chair and good customer service,2
GREEN SOUL Jupiter Go High Back ErgonomicHome Office2D HeadrestLumbar Support Mesh Office Adjustable Arm ChairBlack DIYDoItYourself,8590,4,nice product,product was okay but during delivery one of the hand rest got damaged the screw joint was broken didnt return because it wasnt a big deal for me overall product is very good green soul knows how to make great products,2
GREEN SOUL Jupiter Go High Back ErgonomicHome Office2D HeadrestLumbar Support Mesh Office Adjustable Arm ChairBlack DIYDoItYourself,8590,4,good choice,comfortable feel and good cushion for head rest which keeps the back ache reduce,2
GREEN SOUL Jupiter Go High Back ErgonomicHome Office2D HeadrestLumbar Support Mesh Office Adjustable Arm ChairBlack DIYDoItYourself,8590,4,good quality product,till date no issues with chair very comfortable and provide proper headsupport easy to install,2
GREEN SOUL Jupiter Go High Back ErgonomicHome Office2D HeadrestLumbar Support Mesh Office Adjustable Arm ChairBlack DIYDoItYourself,8590,4,good choice,it is a good chair for this price range i have been using it for around 1 month no problem was found with any parts,0
GREEN SOUL Jupiter Go High Back ErgonomicHome Office2D HeadrestLumbar Support Mesh Office Adjustable Arm ChairBlack DIYDoItYourself,8590,4,nice product,this chair is comfortable for work from home,2
GREEN SOUL Jupiter Go High Back ErgonomicHome Office2D HeadrestLumbar Support Mesh Office Adjustable Arm ChairBlack DIYDoItYourself,8590,5,terrific,totally worth it just buy this i can sit all day without back pain,2
GREEN SOUL Jupiter Go High Back ErgonomicHome Office2D HeadrestLumbar Support Mesh Office Adjustable Arm ChairBlack DIYDoItYourself,8590,5,super!,perfect fit and comfortable good going green soul,2
GREEN SOUL Jupiter Go High Back ErgonomicHome Office2D HeadrestLumbar Support Mesh Office Adjustable Arm ChairBlack DIYDoItYourself,8590,1,worst experience ever!,poor quality material as per price,0
GREEN SOUL Jupiter Go High Back ErgonomicHome Office2D HeadrestLumbar Support Mesh Office Adjustable Arm ChairBlack DIYDoItYourself,8590,3,nice,price is little bit high,1
GREEN SOUL Jupiter Go High Back ErgonomicHome Office2D HeadrestLumbar Support Mesh Office Adjustable Arm ChairBlack DIYDoItYourself,8590,4,good quality product,good,2
GREEN SOUL Jupiter Go High Back ErgonomicHome Office2D HeadrestLumbar Support Mesh Office Adjustable Arm ChairBlack DIYDoItYourself,8590,5,simply awesome,excellent product,2
GREEN SOUL Jupiter Go High Back ErgonomicHome Office2D HeadrestLumbar Support Mesh Office Adjustable Arm ChairBlack DIYDoItYourself,8590,5,must buy!,highly recommend 120kg strong and very nice thank you so much,2
GREEN SOUL Jupiter Go High Back ErgonomicHome Office2D HeadrestLumbar Support Mesh Office Adjustable Arm ChairBlack DIYDoItYourself,8590,3,decent product,greensoul jupiter go high back chair is ok,2
GREEN SOUL Jupiter Go High Back ErgonomicHome Office2D HeadrestLumbar Support Mesh Office Adjustable Arm ChairBlack DIYDoItYourself,8590,5,awesome,very good study product,2
GREEN SOUL Jupiter Go High Back ErgonomicHome Office2D HeadrestLumbar Support Mesh Office Adjustable Arm ChairBlack DIYDoItYourself,8590,5,fabulous!,good quality,2
GREEN SOUL Jupiter Go High Back ErgonomicHome Office2D HeadrestLumbar Support Mesh Office Adjustable Arm ChairBlack DIYDoItYourself,8590,5,fabulous!,very happy with this product,2
GREEN SOUL Jupiter Go High Back ErgonomicHome Office2D HeadrestLumbar Support Mesh Office Adjustable Arm ChairBlack DIYDoItYourself,8590,5,must buy!,value of money compare to others chair,2
GREEN SOUL Jupiter Go High Back ErgonomicHome Office2D HeadrestLumbar Support Mesh Office Adjustable Arm ChairBlack DIYDoItYourself,8590,4,delightful,good,2
GREEN SOUL Jupiter Go High Back ErgonomicHome Office2D HeadrestLumbar Support Mesh Office Adjustable Arm ChairBlack DIYDoItYourself,8590,5,worth every penny,good for gaming,2
GREEN SOUL Jupiter Go High Back ErgonomicHome Office2D HeadrestLumbar Support Mesh Office Adjustable Arm ChairBlack DIYDoItYourself,8590,4,good quality product,good product as per price it is value for money,2
GREEN SOUL Jupiter Go High Back ErgonomicHome Office2D HeadrestLumbar Support Mesh Office Adjustable Arm ChairBlack DIYDoItYourself,8590,5,super!,just go for it,2
GREEN SOUL Jupiter Go High Back ErgonomicHome Office2D HeadrestLumbar Support Mesh Office Adjustable Arm ChairBlack DIYDoItYourself,8590,5,great product,great quality chair with great ergonomic support for the back works well for long working hours,2
GREEN SOUL Jupiter Go High Back ErgonomicHome Office2D HeadrestLumbar Support Mesh Office Adjustable Arm ChairBlack DIYDoItYourself,8590,5,highly recommended,i am very happy with the product i would recommend this for people working from home product is as per description easy to installits absolutely an amazing chair which is ergonomically fit and comfortable,2
GREEN SOUL Jupiter Go High Back ErgonomicHome Office2D HeadrestLumbar Support Mesh Office Adjustable Arm ChairBlack DIYDoItYourself,8590,3,fair,just a ok ok productback support is quite goodbut head support is pathetic,2
GREEN SOUL Jupiter Go High Back ErgonomicHome Office2D HeadrestLumbar Support Mesh Office Adjustable Arm ChairBlack DIYDoItYourself,8590,5,worth every penny,good study chair value for money,2
GREEN SOUL Jupiter Go High Back ErgonomicHome Office2D HeadrestLumbar Support Mesh Office Adjustable Arm ChairBlack DIYDoItYourself,8590,5,perfect product! can recommend to others,product is good,2
GREEN SOUL Jupiter Go High Back ErgonomicHome Office2D HeadrestLumbar Support Mesh Office Adjustable Arm ChairBlack DIYDoItYourself,8590,3,nice,i have been used this chair 6 month it is mind blowing you can purchase blandly support team also very responsive,2
GREEN SOUL Jupiter Go High Back ErgonomicHome Office2D HeadrestLumbar Support Mesh Office Adjustable Arm ChairBlack DIYDoItYourself,8590,5,must buy!,superb,2
GREEN SOUL Jupiter Go High Back ErgonomicHome Office2D HeadrestLumbar Support Mesh Office Adjustable Arm ChairBlack DIYDoItYourself,8590,5,excellent,awesome product easy to install and good comfort,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,4,delightful,its really nice product available on flipkarti love this producthave one suggestion cover edges of table with proper way so that attached paper sheet does not get removed after useotherwise product is goodchair is too confertable nice,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,5,worth every penny,table is exactly same and amazing delivery is also fast thanks flipkart and chair is so beautiful perfect for study and take less space,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,4,delightful,not a great product but yes a useful product to spend the money it is a one stop shop offer for me because i wanted a foldable setup because of less space i suggest if you dont have any space constraint then please find something more wonderful thing thank you and i am satisfied with this serving my requirements,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,5,fabulous!,excellent product 1 easy to assemble2 nice build quality3 nice look4 comes with chair terrible,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,5,terrific purchase,value for money the product is really good and the packaging and delivery was also up to mark the chair is rocking a bit but nothing that cant be fixed very happy with this budget friendly purchase,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,1,worthless,long scratches on table top was found after opening package moreover table top was sprayed with cartridge like black ink which is not easy to clean every time i rub table with cloth the cloth becomes black though table and chair are too heavy but their durability can only be found after 23 months usage,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,5,excellent,it is a good simple and strong table chair combination which requires less space go for it if you want this type of simple foldable table chair,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,4,nice product,nice,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,4,worth the money,satisfied with both table chairgood packing delivery by flipkart,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,5,best in the market!,it is really nice,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,4,delightful,awesome product i am satisfied,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,5,simply awesome,very good quality and lite,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,4,wonderful,table was not too much strong but chair was good,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,5,wonderful,good quality for study yaa another perpors also,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,5,brilliant,gd,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,5,great product,love this product very useful appearance quality and delivery are very good satisfied value of money recommended to buy this combo,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,5,perfect product!,awesome table and chair,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,5,simply awesome,nice,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,5,must buy!,very good material,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,4,pretty good,nice product,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,5,terrific purchase,that was so nice,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,1,worthless,tebul is damage,0
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,5,just wow!,nice,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,5,best in the market!,its really good,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,1,useless product,bad product,0
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,5,awesome,superb,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,5,wonderful,space saving and portable thank u flipkart,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,4,good quality product,worthy,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,4,nice product,good product,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,5,simply awesome,good product,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,5,must buy!,awosome product,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,5,brilliant,it is good quality was also good easy to usefor purposes of study it is good chair is comfortable,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,5,awesome,good,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,5,excellent,its a wonderful material,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,5,wonderful,nice product as describe and it arrived early thanks flipkart,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,5,wonderful,product is so goodworth of money,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,5,excellent,i like this product,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,5,highly recommended,best product,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,5,brilliant,fantastic,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,5,simply awesome,the quality of chair is damn good but that table was ok gave 5 star cause table is shaking slightly after assembly value for money product,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,4,wonderful,godd oroduct,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,5,best in the market!,almost good products,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,5,great product,good one,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,1,useless product,flipkart is worst,0
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,5,perfect product!,i like this product today i am very happy so delivery boy is very responsible man,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,5,awesome,thanks to flip kart,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,5,classy product,very excutive strong and stable thanks flipkart,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,3,decent product,after regular use chair will bend in front tabel was so delicate use smoothlyotherwise ok,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,5,wonderful,durable,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,5,brilliant,nice product,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,4,nice product,nice product,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,5,terrific purchase,must buy,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,4,wonderful,good experience,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,5,perfect product!,nice product,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,5,fabulous!,fantastic,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,5,must buy!,its awesome table and chair,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,3,nice,pair length up and down,1
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,5,super!,its good value for money go for it,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,4,good choice,nice,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,5,terrific purchase,good item,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,5,excellent,thanksfor this product,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,5,mind-blowing purchase,i loved this productit helps me alot i sit comfortably and studying peacefully thank you,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,4,good choice,nice product in reasonable pricego for it you wont regret,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,1,utterly disappointed,cheap quality product,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,3,just okay,quality is oknot so extremetable is uneven having little bit shakingoverall quality is not upto the price paid,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,5,simply awesome,nice table,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,5,brilliant,super,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,4,good choice,good,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,5,wonderful,nice product,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,2,bad quality,table is shaking when at use not properly balanced chair looks good,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,5,brilliant,awesome nice finishing,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,4,delightful,they have many little scratches are there otherwise not bad,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,1,not recommended at all,you should decide buy or not it is just after one week i have found the damage actually i have started to use it,0
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,5,fabulous!,good qualityamazing look value for money,2
indian armar Engineered Wood Study TableFree Standing Finish Color  Black Chair Included Preassembled,2999,5,terrific purchase,very nice i m satisfied,2
furlay Engineered Wood Study TableFree Standing Finish Color  Black Walnut Shelf DIYDoItYourself,3399,4,wonderful,this product is really good within this price range its sturdy and big enough for one monitor and laptop or two monitors its perfect for wfh needs u can go for it,2
furlay Engineered Wood Study TableFree Standing Finish Color  Black Walnut Shelf DIYDoItYourself,3399,4,pretty good,pretty good for the price big enough for a laptop a monitor and keyboardmouse looks sturdy and does not wobble as long as fitting and height adjustable is done correctlythe top sunmyca could be better quality but again its good for the price of 2500seller provides metal bars tabletop screws and screwdriverone star less as i got one big screw less i followed up with flipkart customer care but their response was pathetic they couldnt understand my question and then they said,2
furlay Engineered Wood Study TableFree Standing Finish Color  Black Walnut Shelf DIYDoItYourself,3399,4,good quality product,best table for study and work tables wood material bottom metal is made up of good quality metals gage also pretty wellregarding to installation it is easy only as we get detailed step from guide paperthe only problem i faced during installation was when im fixing bottom rack that provisioned nuts were not in exact position so we fixed it in some slight cross to itthats all my review overall my suggestion is go for this product it is worth of every penny,2
furlay Engineered Wood Study TableFree Standing Finish Color  Black Walnut Shelf DIYDoItYourself,3399,5,awesome,delivered on time as scheduledits diy product comes with screws and screw driver in the package which is great easy to fix the pieces together and get the product ready for use in this price limit it is certainly a quality product with strong metal legs and diagonal clamps for that additional strength wood on top as well is of good quality ample for regular or household use value for money one can go for it,2
furlay Engineered Wood Study TableFree Standing Finish Color  Black Walnut Shelf DIYDoItYourself,3399,5,classy product,great product must buy for those who look for study or office table i bought this for both beautiful and gorgeous table that i couldnt explain how beautifully it fits my small room yet spacious for working and studying do buy this dont go for products less than this for price purpose choose this if you want a lasting table with a stylish look so happy that i chose this after researching a lot and it turned out to be the best one happy purchase thank you to the manufacturer and f,2
furlay Engineered Wood Study TableFree Standing Finish Color  Black Walnut Shelf DIYDoItYourself,3399,5,highly recommended,thank you flipkart for this amazing product the table is good for office work study and can be use for dining table for 2 people,2
furlay Engineered Wood Study TableFree Standing Finish Color  Black Walnut Shelf DIYDoItYourself,3399,4,value-for-money,the table is really good for study or work from home with one system sturdy enough and easy to assemble,2
furlay Engineered Wood Study TableFree Standing Finish Color  Black Walnut Shelf DIYDoItYourself,3399,5,excellent,nice table easy to install strong table we can work very comfortable and spacious too value for money no regret good material i search too many tables for my wfh even after i booked this table i have a doubt whether this will met my wfh requirements or not but after delivery and installation i feel very happy i am saying this after used 4 months regularly cool go for it,2
furlay Engineered Wood Study TableFree Standing Finish Color  Black Walnut Shelf DIYDoItYourself,3399,5,must buy!,after searching for a suitable tabel for work from home with affordable price and proper size i found this one suits best you can rest your arm and use the system spacious to keep a laptop things the packing was awasome which i like the most and material quality is good the bottom cross leg bar is missing but its fine if you are looking for simple and best table go for it i really liked the product and writing this review after using for 3 months,2
furlay Engineered Wood Study TableFree Standing Finish Color  Black Walnut Shelf DIYDoItYourself,3399,5,excellent,excellent table though it took sometime to assemble but if you fix in a right way the table becomes sturdy and stable no shaking good build quality good size everything is perfect,2
furlay Engineered Wood Study TableFree Standing Finish Color  Black Walnut Shelf DIYDoItYourself,3399,5,fabulous!,bought this after searching for a long time perfect for work from home best in this price range from what i have seen spacious for a laptop keyboard monitor and a book for writing sturdy and stable enough as far as study or work is concernedproduct is exactly as described all screws for installation was given with an installation manualhappy with the product,2
furlay Engineered Wood Study TableFree Standing Finish Color  Black Walnut Shelf DIYDoItYourself,3399,4,good choice,its worth for the money spent however it isnt sturdy enough while typing something vigorously on the keyboard it does seem to wobble the table fairlyi have currently placed it close to a wall so that it remains stablei wish the legs were a lot more stronger or had better support,2
furlay Engineered Wood Study TableFree Standing Finish Color  Black Walnut Shelf DIYDoItYourself,3399,5,wonderful,excellent quality table i am extremely happy with the quality of table and it fulfill my purpose i am thankful to seller and also flipkart for supplying such product within such price range,2
furlay Engineered Wood Study TableFree Standing Finish Color  Black Walnut Shelf DIYDoItYourself,3399,5,must buy!,very nice product it comes with all diy toolkit and is easy to set up i will happily recommend,2
furlay Engineered Wood Study TableFree Standing Finish Color  Black Walnut Shelf DIYDoItYourself,3399,5,excellent,great table with diy setupyou get the screw with the driver in it and its easy to assemble value for the price great packaging by the seller,2
furlay Engineered Wood Study TableFree Standing Finish Color  Black Walnut Shelf DIYDoItYourself,3399,5,worth every penny,very nice product only one screwdriver is is needed to assemble you can understand the assembly very easily you can put reasonable weights on the table is strong enough to handle,2
furlay Engineered Wood Study TableFree Standing Finish Color  Black Walnut Shelf DIYDoItYourself,3399,5,mind-blowing purchase,this is perhaps my best purchase from flipkart when considering the price and quality of the product 1 value for ur money2 easy assembling 3 perfectly balanced table4 neat packing5 no unwanted discounts at the cost of quality 6 all screws and parts perfectly crafted7 unassumingly perfect for bedroom wfh,2
furlay Engineered Wood Study TableFree Standing Finish Color  Black Walnut Shelf DIYDoItYourself,3399,4,nice product,good sturdy table alignment of screw and l panels is average and should be good as it is a diy product had to use lots of effort,2
furlay Engineered Wood Study TableFree Standing Finish Color  Black Walnut Shelf DIYDoItYourself,3399,4,pretty good,a good enough table for gamers as well as wfh purpose or basic study related stuffmy full setup could easily fit into the table with a lot of space still left to place tea cups plates etcetra,2
furlay Engineered Wood Study TableFree Standing Finish Color  Black Walnut Shelf DIYDoItYourself,3399,5,best in the market!,amazing product it comes in part and easy to assemble got the delivery 5 days before the scheduled delivery date thank u flipkart for these amazing deal,2
furlay Engineered Wood Study TableFree Standing Finish Color  Black Walnut Shelf DIYDoItYourself,3399,4,pretty good,the delivery was way ahead of the schedule which is great even in midst of the lockdown the table was easy to assemble and fits perfectly,2
furlay Engineered Wood Study TableFree Standing Finish Color  Black Walnut Shelf DIYDoItYourself,3399,5,just wow!,excellent standard,2
furlay Engineered Wood Study TableFree Standing Finish Color  Black Walnut Shelf DIYDoItYourself,3399,5,classy product,nice product sterdy and best one for wfh liked it,2
furlay Engineered Wood Study TableFree Standing Finish Color  Black Walnut Shelf DIYDoItYourself,3399,5,super!,very nice product easy to assemble delivered on time thanks flipkart,2
furlay Engineered Wood Study TableFree Standing Finish Color  Black Walnut Shelf DIYDoItYourself,3399,5,super!,awsome product,2
furlay Engineered Wood Study TableFree Standing Finish Color  Black Walnut Shelf DIYDoItYourself,3399,5,simply awesome,very nice product good for a laptop and a monitor with few more stuff,2
furlay Engineered Wood Study TableFree Standing Finish Color  Black Walnut Shelf DIYDoItYourself,3399,1,not recommended at all,screws doesnt fit,0
furlay Engineered Wood Study TableFree Standing Finish Color  Black Walnut Shelf DIYDoItYourself,3399,1,utterly disappointed,dont buy this nonsense the screw holes also not matching with metal frame and they are cancelled my replacement request flipcart shame on you may be i need to go to welding shop to fix this nonsense,0
furlay Engineered Wood Study TableFree Standing Finish Color  Black Walnut Shelf DIYDoItYourself,3399,5,fabulous!,quality is great go for it,2
furlay Engineered Wood Study TableFree Standing Finish Color  Black Walnut Shelf DIYDoItYourself,3399,4,good choice,its worth only concern was the courier team got few scratches,2
